餐廳名稱,Ranking,評論數,餐廳類型,餐廳區域,電話,地址
天成文旅 華山町 Hua Shan Din by Cosmos Creation,4.3,676,酒店,台北市中正區,02 2351 5188,100台北市中正區忠孝東路二段79號
Sheraton Grand Taipei Hotel 台北喜來登大飯店,4.3,"9,078",酒店,台北市中正區,02 2321 5511,100台北市中正區忠孝東路一段12號
國立臺灣博物館南門園區,4.3,"1,839",博物館,台北市中正區,02 2397 3666,100台北市中正區南昌路一段1號
Syntrend 三創生活園區,4.3,"27,967",購物中心,台北市中正區,080 909 3300,10058台北市中正區市民大道三段2號
天然素材富士鐵板燒,2.3,169,鐵板燒,台北市中正區,02 2381 6833,100台北市中正區北平西路3號
臺北教師會館,3.9,"1,201",青年旅舍,台北市中正區,02 2341 9161,100台北市中正區南海路15號
新光三越台北站前店,4.0,"15,641",百貨公司,台北市中正區,02 2388 5552,100台北市中正區忠孝西路一段66號
勸業銀行舊廈,4.5,"3,858",博物館,台北市中正區,02 2314 2699,100台北市中正區襄陽路25號
遠東百貨 台北寶慶店,3.9,"3,096",百貨公司,台北市中正區,02 2381 6088,100台北市中正區寶慶路32號
中山堂,4.2,"5,028",藝術中心,台北市中正區,02 2381 3137,100台北市中正區延平南路98號
中正紀念堂站,4.4,565,地鐵站,台北市中正區,NA,100台北市中正區羅斯福路一段8之1號之
德立莊酒店,3.8,"5,698",商業中心,台北市中正區,02 2375 7777,100台北市中正區秀山街4號
誠品生活,4.2,"4,698",商店,台北市中正區,02 6632 8168,100台北市中正區忠孝西路一段47號B1F
台灣博物館,4.4,"6,609",博物館,台北市中正區,02 2382 2566,100台北市中正區襄陽路2號
Green & Safe 真食物專賣店 - 台北市信誼分店,3.7,17,天然食品店,台北市中正區,02 2322 2204,100台北市中正區重慶南路二段51號
中華民國總統府,4.4,"3,857",政府辦事處,台北市中正區,02 2311 3731,100台北市中正區重慶南路一段122號
inline | 餐廳控位系統,2.9,14,軟件公司,台北市中正區,02 2322 3414,100台北市中正區北平東路30-3號號 3F
自來水博物館,4.3,"3,437",博物館,台北市中正區,02 8369 5104,100台北市中正區思源街1號
臺北希望廣場農民市集,4.2,"3,210",農產品市場,台北市中正區,02 2393 0801,100台北市中正區林森北路與號北平東路交叉口 宅配地址：台北市中正區北平東路20號對面希望廣場
國家圖書館,4.6,"1,170",國家圖書館,台北市中正區,02 2361 9132,100台北市中正區中山南路20號
路境行旅 Finders Hotel,4.3,"1,413",酒店,台北市中正區,02 2389 9595,100台北市中正區重慶南路一段86號
善導寺站,4.3,177,地鐵站,台北市中正區,NA,10049台北市中正區忠孝東路1段58號
自來水園區,4.2,"1,478",主題公園/遊樂場,台北市中正區,02 8369 5104,100台北市中正區思源街1號
善導寺,4.1,"1,544",佛寺,台北市中正區,02 2341 5758,100台北市中正區忠孝東路一段23號
羅斯福浦城街口,3.6,44,公車站,NA,NA,106台北市大安區
臺大醫院,4.0,"1,058",大學附設醫院,台北市中正區,02 2312 3456,100台北市中正區中山南路7號
台鐵便當本舖 1號店,3.7,152,飯盒供應商,台北市中正區,02 2381 5226,100台北市中正區北平西路3號1樓
高麗亭韓式料理,2.0,10,韓國菜,台北市中正區,NA,100台北市中正區中山南路7號
品陽大苑,4.1,9,地產公司,台北市中正區,02 2307 1155,100台北市中正區三元街83號旁(品陽大苑接待中心
御宴鐵板新燒,1.6,32,鐵板燒,台北市中正區,02 2312 2163,100台北市中正區北平西路3號
POTTI & POTTI CAFE,4.7,758,早午餐,台北市大同區,02 2598 8998,103台北市大同區民族西路225巷5號
刀叉私廚商行/台北美食/台北restaurants/台北餐廳/台北美食推薦/台北無菜單料理,4.6,66,家常菜,台北市大同區,02 2557 5448,103台北市大同區涼州街2-8號
涼州游嚴行 D-Place,4.8,33,現代法式料理,台北市大同區,02 2552 0767,103台北市大同區涼州街72巷2-1號
First One Bistro 佛斯特旺餐酒館｜南西商圈｜中山站美食｜義大利麵｜燉飯｜義式甜點｜台北美食推薦,4.4,"1,901",意大利菜,台北市大同區,02 2556 3328,103台北市大同區南京西路18巷6弄5號
GALERIE Bistro,4.3,888,西部料理,台北市大同區,02 2558 0096,103台北市大同區南京西路25巷2號
好迪商行 Howdy Frieds & Bar/便當外送/商務餐盒/企業特製便當/宅配家庭午晚餐/鹹酥雞/雞排/大同區美食,4.7,951,餐廳,台北市大同區,02 2550 0228,103台北市大同區南京西路233巷19號
鯉魚 The Carp 防疫便當/外帶自取/外送/防疫優惠/台北迪化街美食/創意台菜/附近美食/restaurants/台北餐廳推薦/台北會議便當推薦/外帶便當,4.0,493,台灣菜,台北市大同區,02 2557 7660,10347台北市大同區迪化街一段169號
同安樂二店-同安樂選,4.9,54,中式茶館,台北市大同區,0986 685 865,103台北市大同區迪化街一段121號
對話餐廳 DIR.Restaurant,4.4,71,健康食品,台北市大同區,02 2585 2020,103台北市大同區大龍街51號
渾水摸魚料亭/防疫便當/大同區外送/中山區外送/外帶自取/防疫優惠/醫護人員優惠/外送/京站日本料理/北車日本料理/生魚片/握壽司專門店/鰻魚飯/酒類喝到飽服務,4.8,519,日本菜,台北市大同區,02 2552 2956,103台北市大同區太原路79巷38號1F
君品酒店 - 頤宮中餐廳 Le Palais,4.4,"1,766",廣東料理,台北市大同區,02 2181 9950#3261,103台北市大同區承德路一段3號17樓
御珍軒港式飲茶,4.2,"1,408",廣東料理,台北市大同區,02 2552 1787,103台北市大同區重慶北路一段62號2樓
稻邸 D. House 親子寵物友善餐廳,4.6,210,餐廳,台北市大同區,02 2557 7980,103台北市大同區迪化街一段244號
小里子海鮮,4.0,930,海鮮,台北市大同區,02 2597 6619,103台北市大同區哈密街93號
稻舍食館 Rice & Shine 迪化店,4.2,726,台灣菜,台北市大同區,02 2550 6607,103台北市大同區迪化街一段329號
PASTA RISOTTO,4.2,214,意大利菜,台北市大同區,02 2587 5711,103台北市大同區哈密街139號
April Taipei 日本洋食屋,4.7,197,餐廳,台北市大同區,02 2552 1521,103台北市大同區長安西路74號1樓
無口小廚 Mukuchi Kitchen & Bar,4.7,150,餐廳,台北市大同區,NA,10343台北市大同區環河北路一段431號一樓
九月茶餐廳,4.6,818,港式快餐店,台北市大同區,0933 002 233,103台北市大同區承德路二段213號
牧山丘,4.1,"1,063",意大利菜,台北市大同區,02 2557 8938,103台北市大同區迪化街一段173號
漁陶屋,4.4,"1,939",日本菜,台北市大同區,02 2585 6383,103台北市大同區承德路三段206之1號
行冊,4.1,382,地中海菜,台北市大同區,02 2558 0915,103台北市大同區延平北路二段33號2樓
豐舍Brasserie Bonne Recolte.,4.2,429,法國菜,台北市大同區,02 2557 9935,103台北市大同區迪化街一段350號
初衷蔬食,4.8,52,素食料理,台北市大同區,02 2552 8176,103台北市大同區民權西路288號
湘帝御膳食堂,4.7,780,餐廳,台北市大同區,02 2558 8080,103台北市大同區迪化街一段62號
初 Sake Bar餐酒館-大同人氣日式餐酒|推薦清酒餐酒館|人氣居酒屋|平價酒場|推薦清酒吧|評價日本酒餐酒吧,4.9,28,餐廳,台北市大同區,0908 353 605,103台北市大同區民權西路159號
D.G. Café,4.1,585,餐廳,台北市大同區,02 2553 6711,103台北市大同區迪化街一段334號
渣男Taiwan Bistro 中山店,4.6,440,餐廳,台北市大同區,02 2550 8010,10353台北市大同區承德路二段14號
夢鹿咖啡 by tame moose｜早午餐 brunch 中山站美食 義大利麵 燉飯 咖啡廳,4.4,"3,090",餐廳,台北市大同區,02 2556 5908,10352台北市大同區南京西路18巷6弄6號
丁姐碗粿,4.6,121,中菜館,台北市大同區,02 2553 5997,103台北市大同區延平北路二段272巷4號
元味料理,4.5,127,餐廳,台北市大同區,02 2559 0721,103台北市大同區華陰街227巷2號
在她家,4.5,154,法國菜,台北市大同區,0922 800 097,103台北市大同區貴德街47－2號
丫田廚房,4.0,292,中國菜,台北市大同區,02 2585 2008,103台北市大同區重慶北路三段217號
大同海產商行,4.2,178,海鮮,台北市大同區,0913 629 139,103台北市大同區民權西路144巷19弄1號
小珊食堂,4.0,272,日本菜,台北市大同區,02 2556 0877,103台北市大同區赤峰街79號
東方饌黔天下貴州主題餐廳,4.0,317,中菜館,台北市大同區,02 2557 7872,103台北市大同區迪化街一段358之2號
林家鯊魚煙,4.7,159,餐廳,台北市大同區,0935 348 330,103台北市大同區延平北路三段4號
果然文創,4.7,73,餐廳,台北市大同區,02 2591 2952,10309台北市大同區哈密街59巷38弄19號
永吉川湘小館,4.0,99,中國菜,台北市大同區,02 2557 0787,103台北市大同區民權西路144巷14號
駱師父醬味川客菜,4.0,862,四川料理,台北市大同區,02 2591 6228,103台北市大同區民族西路31巷36號
串稻-大稻埕串烤居酒屋,4.4,851,燒烤,台北市大同區,02 2558 9990,103台北市大同區南京西路239巷3號
波麗路西餐廳,3.7,"1,576",西部料理,台北市大同區,02 2555 0521,103台北市大同區民生西路314號
Lisa泰式美食,4.1,868,泰國菜,台北市大同區,02 2553 6803,103台北市大同區承德路二段215號
易明軒庭園餐廳,4.5,229,台灣菜,台北市大同區,02 2552 0321,103台北市大同區民樂街62號
鼎薌小館 Kayao 腰果專門店,4.3,202,餐廳,台北市大同區,0905 139 386,103台北市大同區長安西路204號
獨樂清酒食堂Koma Sake Bistro (2F的清酒吧）,4.7,186,餐廳,台北市大同區,02 2558 0836,103台北市大同區重慶北路一段1號2樓
日好食堂,4.4,209,餐廳,台北市大同區,02 2552 0282,103台北市大同區迪化街一段282號1樓
太春小館海鮮餐廳,4.2,"1,010",海鮮,台北市大同區,02 2553 1841,103台北市大同區寧夏路81號
香滿園,4.3,533,台灣菜,台北市大同區,02 2557 2229,103台北市大同區萬全街8巷
阿仁炒飯,4.2,"1,314",餐廳,台北市大同區,02 2586 6216,10368台北市大同區哈密街45巷2之4號
大叔食事,4.0,318,餐廳,台北市大同區,02 2596 9631,103台北市大同區哈密街45巷2-12號號
阿文熱炒,4.5,145,餐廳,台北市大同區,02 2550 4899,103台北市大同區太原路79巷36號
名古屋台所,4.2,942,日本菜,台北市大同區,0906 887 158,103台北市大同區赤峰街50號
波麗路西餐廳,4.0,126,餐廳,台北市大同區,02 2556 0710,103台北市大同區民生西路308號
Parko Parco 義大利小酒館&牛肚包,4.7,204,意大利菜,台北市大同區,02 2550 8976,103台北市大同區赤峰街8巷20之1號
（百花台）R9 Café,4.3,"2,677",咖啡廳,台北市大同區,02 2559 3159,103台北市大同區赤峰街41巷13號
日和食堂Biyori,4.4,438,日本菜,台北市大同區,02 2558 7837,103台北市大同區建明里華陰街33號1樓
南京板鴨餐廳,3.9,141,中國菜,台北市大同區,02 2595 4606,103台北市大同區重慶北路三段272號
阿萬毛蟹專賣店,4.2,27,海鮮,台北市大同區,02 2552 9043,103台北市大同區涼州街46號
天金海鮮熱炒,4.1,325,海鮮,台北市大同區,02 2557 3577,103台北市大同區民樂街117號
頂園港式料理餐廳,4.1,310,廣東料理,台北市大同區,02 2592 5077,103台北市大同區承德路三段250號
台北橋孔魯肉飯-(必吃老店美食、平價小吃、人氣銅板料理),3.9,494,餐廳,台北市大同區,02 2586 2228,103台北市大同區昌吉街156號
貓咪貓咪G1 桌遊起家厝（台北雙連店）(非寒暑假期間，只開假日，平日包場可談),4.8,635,餐廳,台北市大同區,0970 730 310,103台北市大同區民生西路171巷8號
BREMEN 不萊梅 圓山店,4.3,"1,199",意大利菜,台北市大同區,02 2591 3005,103台北市大同區酒泉街36號
同安樂-台北古早味餐廳|懷舊餐廳|中式套餐|必吃美食|迪化街懷舊餐廳|大同區必吃美食,4.2,601,台灣菜,台北市大同區,02 2557 6939,103台北市大同區迪化街一段242號號 1 樓
漁曜海物之四喜堂私廚,4.6,148,餐廳,台北市大同區,0909 521 389,103台北市大同區太原路152巷15號
餐廳,3.6,19,餐廳,台北市大同區,02 2556 1659,103台北市大同區民生西路270號
太春小館,4.1,672,日本菜,台北市大同區,02 2555 3584,103台北市大同區民生西路198-4號
大龍峒肉羹-米粉湯,4.0,924,台灣菜,台北市大同區,02 2596 7090,103台北市大同區重慶北路三段297號
如記蔬廚（素食美味餐廳）,4.4,109,素食料理,台北市大同區,02 2552 0345,10348台北市大同區迪化街一段370號
開飯川食堂 京站店,4.2,"1,222",四川料理,台北市大同區,02 2556 5788,103台北市大同區承德路一段1號京站時尚廣場號B3
遊茶 U Cha 茶覺食藝 – 迪化街美食餐廳.大稻埕美食.Restaurants.茶飲.茶香牛肉麵.飲茶.奶茶.抹茶.老茶.台灣茶.茶凍.茶店.茶道,4.4,138,餐廳,台北市大同區,02 2378 3939,103台北市大同區迪化街一段276號
水蛙小吃店,3.8,189,中國菜,台北市大同區,02 2557 5007,103台北市大同區延平北路二段178號
金雞舞 居酒屋,4.3,131,台灣菜,台北市大同區,0961 215 215,103台北市大同區延平北路三段71號
永樂日本料理,4.2,23,日本菜,台北市大同區,02 2553 8856,103台北市大同區涼州街82號
焼肉LIKE 台北京站店,4.0,"2,187",日式燒肉,台北市大同區,02 2550 0329,103台北市大同區承德路一段1號1樓
ASW TEA HOUSE,4.2,450,茶藝館,台北市大同區,02 2555 9913,103台北市大同區迪化街一段34號2樓
真珠 台灣家味－京站店 (台北台菜餐廳),4.2,236,台灣菜,台北市大同區,02 2552 6898,10351台北市大同區承德路一段1號B3
川井日本料理- 和漢創作,3.9,254,日本菜,台北市大同區,02 2550 9118,103台北市大同區長安西路289號之3號
貍小籠點心專門店,4.7,41,餐廳,台北市大同區,02 2552 7252,103台北市大同區延平北路二段60巷21號
武吉家,4.0,286,餐廳,台北市大同區,02 2596 4858,103台北市大同區昌吉街150號
肉羹 魯肉飯(台北橋旁),4.1,129,食堂與定食餐廳,台北市大同區,NA,103台北市大同區民權西路236號
歐帝斯美墨餐廳,4.2,992,德州美墨料理,台北市大同區,02 2552 6222,103台北市大同區華陰街57號
雙胖子,4.0,369,食堂與定食餐廳,台北市大同區,02 2598 8691,103台北市大同區昌吉街106號
良芳餐館,3.8,526,中國菜,台北市大同區,02 2556 1659,103台北市大同區民生西路270號
魚兵衛太春和食處,4.2,"1,069",日本菜,台北市大同區,02 2559 9656,103台北市大同區赤峰街3巷9號1樓
下路仔米苔目,4.3,376,餐廳,台北市大同區,NA,103台北市大同區承德路三段108巷29號
涼州街無名涼麵,4.2,938,冷麵店,台北市大同區,0953 860 928,103台北市大同區涼州街1-5號
鵝肉火,4.2,46,餐廳,台北市大同區,0912 544 934,103台北市大同區涼州街1之16號
世界美食總匯,3.8,"1,922",亞洲料理,台北市大同區,02 2553 0902,103台北市大同區歸綏街187號
度小月台北迪化店,4.0,"1,145",台灣菜,台北市大同區,02 2556 6246,103台北市大同區迪化街一段112號
昌吉紅燒鰻,3.9,"3,834",鰻魚料理餐廳,台北市大同區,02 2592 7085,103台北市大同區昌吉街51號
馬來亞粵菜餐廳-馬來亞中秋月餅,3.9,"1,003",廣東料理,台北市大同區,02 2552 6191,103台北市大同區長安西路287-2號
台北城大飯店大稻埕餐廳,3.7,14,餐廳,台北市大同區,02 2550 2539,103台北市大同區重慶北路二段172號2樓
天珍素食,4.8,23,素食料理,台北市大同區,0921 152 982,103台北市大同區延平北路二段255之3號
永緣素食餐館,4.2,277,素食料理,台北市大同區,02 2597 7337,103台北市大同區昌吉街19號
新丼,3.9,"1,764",日本菜,台北市大同區,02 2555 9292,103台北市大同區長安西路66號1F
香連鐵板料理,4.2,"2,164",鐵板燒,台北市大同區,02 2555 8876,103台北市大同區寧夏路16號
施家鮮肉湯圓,4.2,"1,617",台灣菜,台北市大同區,02 2585 7655,103台北市大同區延平北路三段58號
葉家肉粥,4.0,788,粥餐廳,台北市大同區,0916 836 699,103台北市大同區保安街49巷17號
